ID,URL,Název nemovitosti,Cena,Poznámka k ceně,Upozornění,Číslo zakázky,Druh pozemku,Celková plocha,Inženýrské sítě,Typ nemovitosti,Umístění objektu,GPS souřadnice,listing_hash,src_web,ins_dt,upd_dt,del_flag,Poloha objektu,Počet podlaží v objektu,Užitná plocha,Plocha parcely,Druh objektu,Stav objektu,K nastěhování,Elektřina,Odpad,Zastavěná plocha,Typ domu,Energetická náročnost budovy,Dispozice,Číslo podlaží,Podlahová plocha,Vlastnictví,Voda,Vybaveno,Charakter okolní zástavby,Doprava,Garáž,Plyn,Telekomunikace,Umístění v chráněných lokalitách,Výtah,Bezbariérový byt,Plocha zahrady,Počet parkovacích míst,Počet podlaží pod zemí,Měrná vypočtená roční spotřeba energie v kWh/m²/rok,Ostatní rozvody,Občanská vybavenost,Plocha kanceláří,Vybavení kanceláří
414398,https://www.remax-czech.cz/reality/detail/414398/prodej-bytu-4-kk-v-osobnim-vlastnictvi-113-m2-zlin,"Prodej bytu 4+kk v osobním vlastnictví 113 m², Zlín(ID 223-NP02806)","10 821 664
																		CZK/ za nemovitost",včetně DPH,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 223-NP02806,,,,Byty,Klidná část obce,"49°12'08.3""N,17°34'54.3""E",0a9d308ab04b263eb3de065b93ccf12c80c3b1d9207e3fd40454732e6bc2393f,remax,2025-05-16 21:01:54,2025-05-16 21:01:54,False,,6,101 m²,,Skeletová,Ve výstavbě (hrubá stavba),,,,760 m²,,B,4+kk,5,113 m²,Osobní,,,,,,,,,Ano,Ano,,1,1,77,,,,
414470,https://www.remax-czech.cz/reality/detail/414470/prodej-chaty-chalupy-101-m2-vrany,"Prodej chaty / chalupy 101 m², Vraný(ID 254-NP00783)","5 600 000
																		CZK/ za nemovitost","Včetně právního servisu, advokátní úschovy a provize RK",Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 254-NP00783,,101 m²,,Chaty a rekreační objekty,Klidná část obce,"50°19'44.8""N,14°00'48.1""E",9a23faf6e6806047926e4a20cd60f825633b9990aa21d621fbc4547934dde2b3,remax,2025-05-16 21:01:54,2025-05-16 21:01:54,False,Samostatný,2,101 m²,520 m²,Cihlová,Velmi dobrý,,230 V,Kanalizace,47 m²,Patrový,G,,,,,Dálkový rozvod,Ano,Venkovská,,,,,,,,,,,,,,,
414382,https://www.remax-czech.cz/reality/detail/414382/prodej-domu-134-m2-jihlava,"Prodej domu 134 m², Jihlava(ID 143-NP07026)","13 900 000
																		CZK/ za nemovitost",cena včetně provize RK,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 143-NP07026,,,,Domy a vily,Klidná část obce,"49°24'27.5""N,15°33'23.2""E",38e58adf76e01ba41de68f159634b4bc2123a5a18907a88d1beaf6f57573c730,remax,2025-05-16 21:01:54,2025-05-16 21:01:54,False,Řadový,1,134 m²,600 m²,Cihlová,Novostavba,,,Kanalizace,185 m²,Přízemní,,,,,,Dálkový rozvod,,,,,Plynovod,Internet,,,Ano,,,,,,,,
414445,https://www.remax-czech.cz/reality/detail/414445/prodej-bytu-3-1-v-osobnim-vlastnictvi-74-m2-kladno,"Prodej bytu 3+1 v osobním vlastnictví 74 m², Kladno(ID 023-NP08458)","5 740 000
																		CZK/ za nemovitost","kupní cena vč. právního servisu, advokátní úschovy kupní ceny a odměny RK",Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 023-NP08458,,,,Byty,,"50°08'08.2""N,14°05'54.2""E",ba978665bee404b9d753fc6121c324d3c997065c4983e1ad82fa98ec34e488a7,remax,2025-05-16 21:01:54,2025-05-16 21:01:54,False,,11,67 m²,,Panelová,Velmi dobrý,,230 V,Kanalizace,755 m²,,C,3+1,10,74 m²,Osobní,Dálkový rozvod,Ano,,"Vlak, Dálnice, Silnice, MHD, Autobus",,Plynovod,,,Ano,,,,1,,"Kabelové rozvody, Ostatní rozvody",,,
414476,https://www.remax-czech.cz/reality/detail/414476/prodej-pozemku-603-m2-most,"Prodej pozemku 603 m², Most(ID 255-NP00709)","2 590 000
																		CZK/ za nemovitost",Cena včetně provize RK a právních služeb,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 255-NP00709,Pro bydlení,603 m²,"Vodovod, Elektřina",Pozemky,Klidná část obce,"50°29'46.3""N,13°40'24.9""E",4cc6c142b442a1c45544dd20127b149eefde991eee65d1fd85a77dc369a3c251,remax,2025-05-16 21:01:54,2025-05-16 21:01:54,False,,,,,,,15. 5. 2025,400 V,,,,,,,,,,,,"Silnice, MHD",,Plynovod,,,,,,,,,,,,
414460,https://www.remax-czech.cz/reality/detail/414460/prodej-pozemku-2190-m2-podhorany-u-ronova,"Prodej pozemku 2190 m², Podhořany u Ronova(ID 114-NP10070)","1 990 000
																		CZK/ za nemovitost","Včetně realitních služeb, právních služeb a advokátní úschovy.",Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 114-NP10070,Pro bydlení,2 190 m²,Elektřina,Pozemky,Okraj obce,"49°56'21.4""N,15°31'51.1""E",bb0ac6e0c53b840f9550257b15256409f8363bb60ffd0b0c2ba9a35a8a37894a,remax,2025-05-16 21:01:54,2025-05-16 21:01:54,False,,,,,,,15. 5. 2025,"230 V, 400 V",,,,,,,,,,,,,,,,,,,,,,,,,,
414469,https://www.remax-czech.cz/reality/detail/414469/prodej-chaty-chalupy-29-m2-trebenice,"Prodej chaty / chalupy 29 m², Třebenice(ID 114-NP10073)","450 000
																		CZK/ za nemovitost",Včetně realitních a právních služeb.,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 114-NP10073,,29 m²,,Chaty a rekreační objekty,,"50°29'12""N,13°59'09""E",9879a36f797fdc46c27faacadc7904cf97c76a468c8b8b7bf1a0ad14807c5575,remax,2025-05-16 21:01:54,2025-05-16 21:01:54,False,Řadový,,29 m²,927 m²,Cihlová,Určený k demolici,15. 5. 2025,,,,Přízemní,G,,,,,,,Rekreační,,,,,,,,,,,,,,,
414399,https://www.remax-czech.cz/reality/detail/414399/prodej-bytu-3-1-v-osobnim-vlastnictvi-77-m2-ostrava,"Prodej bytu 3+1 v osobním vlastnictví 77 m², Ostrava(ID 344-NP00393)","3 500 000
																		CZK/ za nemovitost",,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 344-NP00393,,,,Byty,,"49°46'12.3""N,18°15'03.2""E",7c91db08f96a8299baa67ec08e3707001dfdd5912bdbf7de3f7a4a6186d54148,remax,2025-05-16 21:01:54,2025-05-16 21:01:54,False,,4,77 m²,,Panelová,Velmi dobrý,,230 V,Kanalizace,243 m²,,G,3+1,4,77 m²,Osobní,Dálkový rozvod,,Obytná,MHD,,Plynovod,,,,,,,,,,,,
414427,https://www.remax-czech.cz/reality/detail/414427/prodej-pozemku-15134-m2-prelouc,"Prodej pozemku 15134 m², Přelouč(ID 020-NP10182)","53 131 000
																		CZK/ za nemovitost",,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 020-NP10182,Pro komerční výstavbu,15 134 m²,"Vodovod, Elektřina",Pozemky,Centrum obce,"50°02'11.4""N,15°34'33.2""E",dd512dafc89cd0a7d3c55a4922f428a9096c49eda565a06df180b69581b08b45,remax,2025-05-16 21:01:54,2025-05-16 21:01:54,False,,,,,,,,"230 V, 400 V",,,,,,,,,Dálkový rozvod,,,"Vlak, Silnice, Autobus",,,,,,,,,,,Ostatní rozvody,Kompletní síť obchodů a služeb,,
414429,https://www.remax-czech.cz/reality/detail/414429/prodej-apartmanu-71-m2-loucna-nad-desnou,"Prodej apartmánu 71 m², Loučná nad Desnou(ID 349-NP00055)","4 300 000
																		CZK/ za nemovitost",,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 349-NP00055,,71 m²,,Komerční prostory,Okraj obce,"50°03'51""N,17°05'13.3""E",215a3b7e5935726051ea24cccc5be2f48aa9ccc106fbc48001b5b4c4d44e9b53,remax,2025-05-16 21:01:54,2025-05-16 21:01:54,False,,2,,,Smíšená,Po rekonstrukci,,,Septik,393 m²,Patrový,G,,1,,,Dálkový rozvod,Ano,,"Vlak, Autobus",,,Internet,,,,,,1,,,,71 m²,Ano
414463,https://www.remax-czech.cz/reality/detail/414463/prodej-bytu-2-1-v-osobnim-vlastnictvi-82-m2-prerov,"Prodej bytu 2+1 v osobním vlastnictví 82 m², Přerov(ID 223-NP02807)","3 500 000
																		CZK/ za nemovitost",,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 223-NP02807,,,,Byty,Centrum obce,,fe12800bfdf79d9dc558d5aef838e30293bf33af661290997c17e5a2b10411f8,remax,2025-05-16 21:01:54,2025-05-16 21:01:54,False,,5,82 m²,,Smíšená,Velmi dobrý,15. 5. 2025,"120 V, 230 V",Kanalizace,240 m²,,G,2+1,4,82 m²,Osobní,,Ano,,"Vlak, Dálnice, Silnice, Autobus",,Plynovod,,,,,50 m²,,5,,,,,
414448,https://www.remax-czech.cz/reality/detail/414448/prodej-domu-163-m2-orlova,"Prodej domu 163 m², Orlová(ID 306-NP83329)","5 200 000
																		CZK/ za nemovitost",hypotému Vám vyřídíme za nejlepších podmínek!,Prodávající si vyhrazuje právo vybrat kupujícího na základě jím zvolených kritérií.,ID 306-NP83329,,,,Domy a vily,Klidná část obce,"49°51'13.1""N,18°24'13.4""E",fd212098a50587314caa9a9ba0ab92b54afa9020385c705b3ab1c5266c3a8c35,remax,2025-05-16 21:01:54,2025-05-16 21:01:54,False,Samostatný,2,163 m²,1 935 m²,Cihlová,Velmi dobrý,,230 V,Septik,116 m²,Patrový,G,,,,,Dálkový rozvod,,Obytná,,Ano,,Internet,,,,1 700 m²,3,,,,,,
